language_code,language_name,group,head_initiality,right pos 1 tot 2 vs tot 1 MAL,left pos 1 tot 2 vs tot 1 MAL,left pos 1 tot 3 vs tot 2 MAL,left pos 2 tot 3 vs tot 2 MAL,left pos 1 tot 4 vs tot 3 MAL,left pos 2 tot 4 vs tot 3 MAL,left pos 3 tot 4 vs tot 3 MAL,left pos 1 tot 5 vs tot 4 MAL,left pos 2 tot 5 vs tot 4 MAL,left pos 3 tot 5 vs tot 4 MAL,left pos 4 tot 5 vs tot 4 MAL,right tot 2 pos 1 vs pos 2 HCS,left tot 2 pos 1 vs pos 2 HCS,left tot 3 pos 1 vs pos 2 HCS,left tot 3 pos 2 vs pos 3 HCS,left tot 4 pos 1 vs pos 2 HCS,left tot 4 pos 2 vs pos 3 HCS,left tot 4 pos 3 vs pos 4 HCS,left tot 5 pos 1 vs pos 2 HCS,left tot 5 pos 2 vs pos 3 HCS,left tot 5 pos 3 vs pos 4 HCS,left tot 5 pos 4 vs pos 5 HCS,right pos 1 tot 1 vs pos 2 tot 2 DIAG,left pos 1 tot 1 vs pos 2 tot 2 DIAG,left pos 1 tot 2 vs pos 2 tot 3 DIAG,left pos 2 tot 2 vs pos 3 tot 3 DIAG,left pos 1 tot 3 vs pos 2 tot 4 DIAG,left pos 2 tot 3 vs pos 3 tot 4 DIAG,left pos 3 tot 3 vs pos 4 tot 4 DIAG,left pos 1 tot 4 vs pos 2 tot 5 DIAG,left pos 2 tot 4 vs pos 3 tot 5 DIAG,left pos 3 tot 4 vs pos 4 tot 5 DIAG,left pos 4 tot 4 vs pos 5 tot 5 DIAG,right pos 1 tot 3 vs tot 2 MAL,right pos 2 tot 3 vs tot 2 MAL,right pos 1 tot 4 vs tot 3 MAL,right pos 2 tot 4 vs tot 3 MAL,right pos 3 tot 4 vs tot 3 MAL,right tot 3 pos 1 vs pos 2 HCS,right tot 3 pos 2 vs pos 3 HCS,right tot 4 pos 1 vs pos 2 HCS,right tot 4 pos 2 vs pos 3 HCS,right tot 4 pos 3 vs pos 4 HCS,right pos 1 tot 2 vs pos 2 tot 3 DIAG,right pos 2 tot 2 vs pos 3 tot 3 DIAG,right pos 1 tot 3 vs pos 2 tot 4 DIAG,right pos 2 tot 3 vs pos 3 tot 4 DIAG,right pos 3 tot 3 vs pos 4 tot 4 DIAG,right pos 1 tot 5 vs tot 4 MAL,right pos 2 tot 5 vs tot 4 MAL,right pos 3 tot 5 vs tot 4 MAL,right pos 4 tot 5 vs tot 4 MAL,right tot 5 pos 1 vs pos 2 HCS,right tot 5 pos 2 vs pos 3 HCS,right tot 5 pos 3 vs pos 4 HCS,right tot 5 pos 4 vs pos 5 HCS,right pos 1 tot 4 vs pos 2 tot 5 DIAG,right pos 2 tot 4 vs pos 3 tot 5 DIAG,right pos 3 tot 4 vs pos 4 tot 5 DIAG,right pos 4 tot 4 vs pos 5 tot 5 DIAG
apu,Apurinã,South-American,46.73629242819843,1.506122448979592,1.092436974789916,0.9137529137529138,1.205128205128205,,,,,,,,1.7500000000000002,0.9591836734693877,0.7272727272727273,1.125,,,,,,,,1.1619241192411924,0.878021978021978,0.7959183673469388,0.9335106382978724,,,,,,,,0.8296296296296296,1.8148148148148149,1.25,1.0,0.6666666666666666,0.8,1.0,1.0,1.5,1.0,0.9642857142857143,0.5510204081632653,0.8,1.5,1.5,,,,,,,,,,,,
ar,Arabic,Afroasiatic,88.08238681640937,2.446407878907648,0.8813076705008015,0.6638340723989895,0.7137604048905499,1.0805369127516777,1.0366568914956014,1.0905707196029777,0.7095238095238096,3.142857142857143,2.6,0.7428571428571429,2.9276583969262537,0.7615435795076514,0.7082748948106593,0.8702970297029702,0.738255033557047,0.8272727272727273,1.1428571428571428,0.16666666666666666,1.0,4.0,0.25,1.1967172040965997,0.8641063785078661,1.0669456785354023,1.2193125644682183,0.6832298136645963,0.798019801980198,1.047944092312693,0.2348993288590604,0.3181818181818182,1.5384615384615383,0.3365384615384615,1.1503848102932783,1.867412272994535,0.9955482033939971,1.1498754655167753,1.6971851326941976,1.8035298355144678,2.1036507429301805,1.5614742129548507,1.4252637091344356,1.8491982258614807,1.5677622125892612,1.1265057927228996,1.5684566630038739,1.2394939729354915,1.0895677732728954,0.9299716647866585,1.0769353754701465,1.1587692892407588,1.678933860368322,1.348388033691548,1.3246095853527196,1.2762826246036263,1.7382939415174874,1.4499237823561828,1.229980568494603,1.1014121934831944,1.0353558186837348
hy,Armenian,Indo-European,39.40396372980477,0.9431882520713496,0.9187509540883098,0.8700439971521089,0.8403010599749399,0.9423527170905734,0.8641156077968847,0.8615130669880833,1.0484889608017118,1.0617619850900584,0.9194008037997808,0.8418946593558009,1.3262366938008765,0.8602350750610962,0.8906835881165271,0.8571891191709844,0.9713261648745521,0.8597785977859779,0.8862660944206009,0.9591836734693877,0.9929078014184397,0.9678571428571427,0.7564575645756458,1.4061208787199253,0.9363093134577698,1.0237224680958403,1.0200976292908022,1.0307458632617217,0.9949809840584128,1.0287320394559494,0.9148247710075668,0.9351510181768483,1.0527042600540453,0.8985180701282396,1.132193135507928,1.4366837948875812,1.003697350867162,0.9335481682496608,1.2708946608946607,1.0451541850220263,1.600105374077977,1.1236897274633122,1.1753731343283584,1.3158730158730156,0.9231235839927135,1.1137491630182847,1.1195503569801002,1.2590385523781842,1.0353910960226176,0.7654148173438033,1.4011123470522804,1.0920154895814127,1.6485297228686269,0.6138613861386137,1.5080645161290323,0.8716577540106952,1.294478527607362,0.8019983050091439,1.076333756748174,0.798210064167511,0.7852321433154532
aii,Assyrian,Afroasiatic,57.95454545454546,2.942528735632184,0.6896551724137931,,,,,,,,,,1.3333333333333333,0.9166666666666666,,,,,,,,,,0.453125,1.3291666666666666,,,,,,,,,,1.125,1.5,,,,1.0,2.5,,,,0.8888888888888888,1.6666666666666667,,,,,,,,,,,,,,,
az,Azerbaijani,Turkic,3.8461538461538463,3.3,0.9963223536936362,1.4155538098978788,0.8311888831703552,0.7823529411764706,1.1941176470588235,1.1895424836601305,,,,,4.0,0.8962264150943398,1.526315789473684,0.896551724137931,1.0,0.9,0.8333333333333333,,,,,1.2121212121212122,0.8995345851388221,1.0782463928967814,1.0786377708978327,1.2781954887218046,0.7536945812807883,0.7005494505494506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bm,Bambara,Niger-Congo,36.74747474747475,0.911907842564381,0.8457540187945337,0.37092419522326064,0.8813121693121694,1.5610942249240123,0.3191489361702128,0.6430260047281324,,,,,1.7546391752577322,0.8327067669172933,0.35046728971962615,0.9066666666666667,1.7142857142857144,0.45,0.5925925925925926,,,,,1.924140898189341,0.9845732310018025,0.9448488241881299,1.0287690312665096,1.0981308411214954,1.41,0.9215686274509803,,,,,1.6302521008403361,1.315174345600309,0.75,2.71875,2.821875,2.175,1.7298850574712643,0.6,1.6666666666666667,2.6999999999999997,1.3341494845360826,1.3153275558166861,0.8,0.6130268199233717,0.9568106312292359,,,,,,,,,,,,
eu,Basque,Other,24.5753264677779,1.3451688972445324,1.078074262832831,0.9641854414965259,1.051607866592454,1.0257200040182677,0.9101562684139817,0.9863580063848718,1.0593193977852433,1.015184579014366,0.891548463356974,1.1943673553294274,1.7510932944606414,0.9518740629685157,0.8727427236031442,0.9761441090555016,0.9835560123329907,0.9007314524555905,0.962877030162413,1.0263157894736843,1.0256410256410255,0.71875,1.0,1.3017646319712057,0.882939233209499,0.9051606527563286,0.9282396414725586,0.9588932734858449,0.9896448376114415,0.97619426610778,0.9688445162237558,1.0103000447828034,0.8061816373881339,0.8372633390705679,1.029129012921779,1.4884018657284306,1.0741811175337186,1.0363981213872833,1.5117830146731879,1.2107623318385652,1.5802469135802468,1.2549019607843137,1.0833333333333335,1.3365384615384615,1.1764922732098622,1.0617071571640813,1.1682405697705092,1.045286855482934,0.8840808823529411,0.9818181818181819,1.5058823529411764,1.545510835913313,1.6352941176470588,0.8181818181818182,1.0555555555555556,1.2631578947368423,1.0833333333333333,0.8333333333333333,0.700954861111111,0.8173076923076923,0.6624700239808153
bar,Bavarian,Indo-European,37.9618449649843,2.4371047877145435,1.0756482387475539,1.0626856803327391,1.2397660818713452,1.0380184331797235,1.0489583333333332,1.0569745316159251,0.6564408850278268,1.0901467505241091,1.5151659899689516,1.1935421124294883,1.9027777777777777,1.1409001956947165,0.9779411764705882,1.3659147869674186,0.967741935483871,1.3555555555555554,0.9672131147540983,0.5827338129496403,0.9753086419753085,1.2278481012658229,1.309278350515464,0.780753370708428,1.060662914321451,0.9202544031311155,1.1017520215633423,0.9322974472807992,1.2922873220787818,0.9150770296001384,0.8877171215880894,0.8946581196581196,0.8103720050441362,1.096968709256845,1.365360303413401,1.8326816217328668,1.1199999999999999,1.126022913256956,1.336105336105336,1.4175824175824177,1.8682170542635659,1.41,1.574468085106383,1.4864864864864866,1.0382478632478633,1.0193898558862062,1.2589285714285714,1.3982558139534882,1.112551867219917,1.0416666666666667,0.9375,1.5081521739130435,1.2576219512195124,1.5666666666666667,0.9787234042553192,1.7826086956521738,1.2073170731707317,1.504,1.043971631205674,1.181981981981982,0.96
bej,Beja,Afroasiatic,11.317073170731708,0.8323787705231004,0.9074546362215662,0.7077136221017888,0.8604370345636255,0.9175025744688966,1.1181660347943168,0.8910179640718562,0.9132734003172923,0.8566820276497695,1.634125636672326,0.6835863377609108,1.1111111111111112,0.7974759615384616,0.6559278350515464,0.8251473477406679,0.5382165605095541,1.0355029585798818,0.7485714285714284,0.5737704918032787,0.5428571428571429,1.7894736842105263,0.6764705882352942,1.334862385321101,0.8788053195242567,0.926826635191156,0.9589863227576496,0.5866104090455603,0.9260726281766906,0.8401305683563748,0.628257093225246,0.633674018289403,1.095064935064935,0.9895905621096461,2.25,2.5,,,,1.0,3.0,,,,0.4444444444444444,1.2,,,,,,,,,,,,,,,
be,Belarusian,Indo-European,54.996262148018936,1.4226036444354866,0.8791024723901362,0.9519384229652651,0.8522134619370153,0.9313148669971971,0.919967821941712,0.8562986907297754,0.950756387675827,0.993308859902627,1.0111104096963577,0.7826136428286966,1.6643819968014621,0.8561908679555738,0.9563812600969307,0.7815315315315314,0.9681774349083896,0.8396414342629482,0.8588374851720048,0.9267015706806283,0.8248587570621468,1.1095890410958906,0.8333333333333333,1.1699548242489688,0.9739375042681093,1.004667147605857,0.9170607675630594,1.0395812084800569,0.9126856551251712,1.0029648468107146,0.9746992843729382,0.8304151813797441,1.097396516201536,1.0648080837452747,1.100878274066236,1.390396391580725,0.8954716137714583,0.9773935939661068,1.5103101048830003,1.3178126691932865,1.525267050123254,1.2073578595317727,0.9870729455216989,1.509822263797942,1.197055751064807,1.0970015884385287,1.3482927219174965,1.0099032279476223,0.9996769927689148,1.0315351000485549,1.2120722244329487,1.080622697457094,1.4875880714402752,1.0275229357798166,1.1071428571428572,1.096774193548387,1.411764705882353,0.9961104917626656,0.9134297732635682,1.0149464712607836,0.949029326724494
bn,Bengali,Indo-European,13.541666666666666,1.4545454545454546,0.7112299465240641,1.1578947368421053,1.0947368421052632,1.5,1.25,1.625,,,,,2.0,0.7878787878787878,0.8333333333333334,1.3,1.0,1.0,1.0,,,,,1.375,1.1077694235588973,0.7196969696969696,1.1875,0.6666666666666666,0.8,0.6153846153846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bho,Bhojpuri,Indo-European,11.415525114155251,3.3615023474178405,0.9244304576862558,1.0643208143208143,0.9582309582309582,1.2469635627530367,1.0031017369727047,1.251923076923077,0.6063829787234042,0.916256157635468,0.9183673469387755,0.8174603174603176,3.361111111111111,0.6752411575562701,0.75,1.2077922077922079,0.9323308270676692,0.9677419354838709,0.8583333333333334,0.6170212765957447,0.9655172413793103,0.9642857142857143,1.0740740740740742,0.9998836126629422,0.7304401882715136,0.7046747464753896,1.2604395604395606,0.7476808905380334,0.9647495361781075,0.6856118791602662,1.0175438596491229,1.053763440860215,1.05,1.313915857605178,0.6982758620689655,1.7451923076923077,1.2393162393162394,0.802469135802469,1.8589743589743588,1.3448275862068964,2.230769230769231,2.076923076923077,0.9629629629629629,2.6153846153846154,1.9259259259259258,1.2782369146005508,1.6758620689655173,1.2000000000000002,1.406896551724138,,,,,,,,,,,,
sab,Buglere,South-American,34.50635386119257,1.1792207792207792,0.8765922386092115,0.590992340992341,0.9935897435897435,,,,,,,,1.5454545454545454,0.8078602620087337,0.4805194805194805,0.972972972972973,,,,,,,,1.3105726872246695,0.921591849011204,0.8130722636991127,0.9792502179598954,,,,,,,,1.1428571428571428,1.6190476190476188,,,,1.0909090909090908,2.3333333333333335,,,,0.9545454545454546,1.4411764705882355,,,,,,,,,,,,,,,
bor,Borôro,South-American,46.951111808921944,1.1638762988273297,1.1220187199064444,0.8663459632049831,1.1076212443544229,0.7402107798855767,0.8227158343012002,1.1226550175949521,0.6614044637996734,0.5144256940664126,0.6686626746506986,0.9216349908877896,1.2367701463728487,0.8841783750763591,0.6915760869565217,1.0884086444007859,0.6222222222222222,0.7976190476190477,1.1741293532338308,0.7999999999999999,0.6136363636363636,0.8518518518518519,0.826086956521739,1.0626302362364142,0.7880246197229964,0.7982678010042165,0.9826541788977377,0.8406014058838843,0.9694951942872605,1.0458505371927624,1.2095473251028805,1.192857142857143,1.2739635157545606,0.8963276836158192,1.1158164850029262,1.1847921887380688,0.98502367853902,0.9477897769865067,1.0630672869694962,1.1647684130599847,1.2679269882659714,1.2105263157894737,1.1304347826086956,1.0721153846153846,1.0438709489553115,1.0701682542458775,1.2289311842583497,1.192706241465178,1.0085113122723228,0.9168461869883671,1.2521570057115081,1.2690526774527429,1.5372684187850063,0.8863636363636364,1.1153846153846154,0.8850574712643678,1.1428571428571428,0.9667528195488722,0.8907705745341615,0.6974158653846154,0.7434336963484945
br,Breton,Indo-European,74.47432762836186,1.5693748884791532,1.1875000000000002,0.6363636363636364,0.7231404958677685,1.0,1.4666666666666668,1.3,,,,,1.704514363885089,0.7142857142857143,0.6285714285714287,0.5909090909090908,0.42857142857142855,0.6666666666666666,1.0,,,,,1.0861103847130475,0.6015037593984962,0.9877551020408165,0.8171428571428572,0.42857142857142855,0.45454545454545453,0.7692307692307692,,,,,1.1571158873075806,1.3228979973505806,1.1154031868662482,1.2390717754991907,1.709862385321101,1.4909090909090912,1.5152439024390243,1.3421052631578947,1.0980392156862746,1.8214285714285714,1.2884699858180952,1.1453973817132255,1.2032467532467532,0.8861788617886178,1.0652486346651335,0.6031746031746031,1.3877551020408163,0.7619047619047619,1.1428571428571428,0.5833333333333334,2.0,1.2142857142857142,1.3529411764705883,0.9671052631578947,1.4411764705882355,1.59375,1.1838235294117647
bg,Bulgarian,Indo-European,52.319646530052566,1.5673773100599966,0.8686985771679523,0.9409430166229251,0.6951465643859807,0.860892719049516,0.8857229805509205,0.6704868663208968,0.9638932496075353,0.7746686303387335,0.747104247104247,0.8106312292358805,1.830116210360449,0.6511473962930274,0.881386209360486,0.5569517632752331,0.8566775244299675,0.7357414448669202,0.6304909560723515,1.065934065934066,0.7628865979381444,0.581081081081081,0.883720930232558,1.1676296438733027,0.7495665509385725,0.9367051923333355,0.8012004831918945,0.9951036934959765,0.8306676703920319,0.94034795868857,1.1058631921824105,0.9847908745247149,0.7777777777777778,1.0901639344262293,1.1468636353460961,1.5873695262019474,1.0158512943323068,1.1240811028946622,1.6638709335338548,1.3222464558342422,1.6746391752577319,1.1949367088607594,1.13135593220339,1.5767790262172285,1.1529238656479153,1.0549775257841771,1.1762909744050292,1.0064718010915708,0.9476570534640846,0.8804953560371518,0.9995294117647059,1.5281399046104929,2.1482636428065205,1.0526315789473684,0.74,1.1216216216216217,1.421686746987952,1.1954992967651195,0.7403483992467043,0.7339783603828547,0.6617841119028767
